model,date,mean,lower,upper,ci_level,forecast_date
arima_tweet,2020-08-27,80.52753885935527,-0.014073559178983786,1020.6863039708892,95,2020-08-15
arima_tweet,2020-08-28,129.26226806534714,0.29522139065357367,1792.7130961116188,95,2020-08-15
arima_tweet,2020-09-01,165.65537239991207,44.22513267041628,446.8236930230097,95,2020-09-01
arima_tweet,2020-09-02,137.1638589617824,25.623697577295243,450.18225466854636,95,2020-09-01
arima_tweet,2020-09-03,131.59395033669688,18.04452792407308,505.39324035398954,95,2020-09-01
arima_tweet,2020-09-04,185.073413765412,19.56440745544117,811.2191834524747,95,2020-09-01
arima_tweet,2020-09-05,162.15275539932873,13.19987621234764,800.4996202964813,95,2020-09-01
arima_tweet,2020-09-06,177.92087744503385,11.486132059239738,977.2637404355664,95,2020-09-01
arima_tweet,2020-09-07,205.78731899385954,10.740609485794575,1246.7992217448705,95,2020-09-01
arima_tweet,2020-09-08,224.02850428867197,8.297979142512197,1577.051432246261,95,2020-09-01
arima_tweet,2020-09-09,259.92574613841305,7.332133376696779,2064.4582822865505,95,2020-09-01
arima_tweet,2020-09-10,402.66852000864816,9.128570352983434,3577.7804954144035,95,2020-09-01
arima_tweet,2020-09-11,359.792697848612,6.213131053780222,3559.038386200489,95,2020-09-01
arima_tweet,2020-09-12,29726.543178432497,478.24997940594517,324790.9948956199,95,2020-09-01
arima_tweet,2020-09-13,677.4079332828835,7.911447580224799,8170.6328133011175,95,2020-09-01
arima_tweet,2020-09-14,455.8611504491616,3.934813273194913,6043.628632296635,95,2020-09-01
arima_tweet,2020-09-15,111.57369256816833,28.225781238071146,309.5118120960766,95,2020-09-15
arima_tweet,2020-09-16,3758.4514749752834,660.6519448944525,12894.90920057565,95,2020-09-15
arima_tweet,2020-09-17,4117.462804497249,520.213009807829,16786.388835061964,95,2020-09-15
arima_tweet,2020-09-18,4394.473172212145,414.38246004470295,20737.086787126882,95,2020-09-15
arima_tweet,2020-09-19,3815.543219111608,275.73813511314796,20485.07555101709,95,2020-09-15
arima_tweet,2020-09-20,3051.8166861855702,172.43249122513276,18415.049850885916,95,2020-09-15
arima_tweet,2020-09-21,4379.205395457576,197.26499825993014,29423.76858024977,95,2020-09-15
arima_tweet,2020-09-22,5026.72620814407,161.3909008754322,39585.34709666302,95,2020-09-15
arima_tweet,2020-09-23,4981.876429481112,120.62877728847981,44751.806121895184,95,2020-09-15
arima_tweet,2020-09-24,6332.159763488683,118.01654707624184,64344.53728949376,95,2020-09-15
arima_tweet,2020-09-25,6508.559845281377,94.66052429733566,74322.05104755149,95,2020-09-15
arima_tweet,2020-09-26,9250.291102544712,106.73472550686756,118052.39994166861,95,2020-09-15
arima_tweet,2020-09-27,8819.73995620053,81.34548637037821,125224.9222738045,95,2020-09-15
arima_tweet,2020-09-28,8392.111795166053,62.45041792886809,132043.74885667625,95,2020-09-15
arima_tweet,2020-10-01,8031.580042257868,2182.2448116972637,21563.27440252968,95,2020-10-01
arima_tweet,2020-10-02,11984.918717231541,2243.611314933837,39755.07039437688,95,2020-10-01
arima_tweet,2020-10-03,9721.632041177589,1325.8210336145594,38127.02890819847,95,2020-10-01
arima_tweet,2020-10-04,15062.901649468185,1551.7866337850035,68080.33457338075,95,2020-10-01
arima_tweet,2020-10-05,16019.088125297098,1278.9909669091703,82047.37563601862,95,2020-10-01
arima_tweet,2020-10-06,17370.435765622682,1096.4480168815064,99619.11002384947,95,2020-10-01
arima_tweet,2020-10-07,19370.80402949943,982.2620854088339,123275.16652131292,95,2020-10-01
arima_tweet,2020-10-08,20804.780980339747,768.2559730904435,153734.95564891765,95,2020-10-01
arima_tweet,2020-10-09,23181.54248557816,656.7284540827178,193991.88145756559,95,2020-10-01
arima_tweet,2020-10-10,23664.905749796544,523.1223492400042,222512.36663431008,95,2020-10-01
arima_tweet,2020-10-11,25445.994467825818,445.2945232161268,267135.7520386818,95,2020-10-01
arima_tweet,2020-10-12,24941.743869937694,349.72196964983937,290834.80217045837,95,2020-10-01
arima_tweet,2020-10-13,35152.28479898984,399.56850204307193,453291.02475994057,95,2020-10-01
arima_tweet,2020-10-14,29729.806270966175,276.14526338286447,422378.8026463561,95,2020-10-01
arima_tweet,2020-10-15,12960.528383222332,3715.6177840931996,33698.6786433521,95,2020-10-15
arima_tweet,2020-10-16,14777.890454603701,2933.397484085266,47472.898140775025,95,2020-10-15
arima_tweet,2020-10-17,15887.022003182286,2309.816425250142,60282.791103006,95,2020-10-15
arima_tweet,2020-10-18,13139.415559475567,1449.81503869515,57385.92396718766,95,2020-10-15
arima_tweet,2020-10-19,21093.472194561393,1812.7181083168246,104245.63461896736,95,2020-10-15
arima_tweet,2020-10-20,20074.62408771261,1369.8143211133465,110918.47212071515,95,2020-10-15
arima_tweet,2020-10-21,25930.779486257277,1427.4931104759057,158739.56000463208,95,2020-10-15
arima_tweet,2020-10-22,23257.513354304006,939.9086908066258,164735.63084514995,95,2020-10-15
arima_tweet,2020-10-23,24745.57681744971,771.0450173341807,198044.35356868687,95,2020-10-15
arima_tweet,2020-10-24,25590.64760200306,625.1352268599697,229593.47821095044,95,2020-10-15
arima_tweet,2020-10-25,24374.901447947006,473.3515415302294,243609.7396375227,95,2020-10-15
arima_tweet,2020-10-26,28763.828779890922,449.63196358471805,318579.25191892864,95,2020-10-15
arima_tweet,2020-10-27,28505.420082846056,362.3192116168747,348361.78070026095,95,2020-10-15
arima_tweet,2020-10-28,29146.654797358595,304.0354832047329,391570.031852911,95,2020-10-15
arima_tweet,2020-11-01,16203.336675723474,4839.912778469916,41095.52362650743,95,2020-11-01
arima_tweet,2020-11-02,20083.916238949805,4203.587434208258,62652.85828178701,95,2020-11-01
arima_tweet,2020-11-03,21001.314805584905,3252.060602332788,77107.13217806628,95,2020-11-01
arima_tweet,2020-11-04,22070.88751252313,2617.0372652867786,92975.95995827226,95,2020-11-01
arima_tweet,2020-11-05,23539.10126300971,2190.5020044556804,111885.03724239756,95,2020-11-01
arima_tweet,2020-11-06,24569.471400114533,1828.5288787496636,130208.00380938998,95,2020-11-01
arima_tweet,2020-11-07,23931.607723847723,1446.0440112989775,140151.02852428393,95,2020-11-01
arima_tweet,2020-11-08,26105.044533795575,1174.3913329940947,175811.4247801272,95,2020-11-01
arima_tweet,2020-11-09,66248.29286692338,2323.405756048863,501727.67202355317,95,2020-11-01
arima_tweet,2020-11-10,33810.007568023226,938.1868772976974,285759.40961838665,95,2020-11-01
arima_tweet,2020-11-11,36432.54884003777,810.9998483930668,341538.54832011537,95,2020-11-01
arima_tweet,2020-11-12,35322.21698823149,637.9288671287871,365433.0308039778,95,2020-11-01
arima_tweet,2020-11-13,37039.6960357246,548.21620577510555,421115.44571148866,95,2020-11-01
arima_tweet,2020-11-14,37161.47913299067,454.6790306585311,462630.2396433016,95,2020-11-01
arima_tweet,2020-11-15,21282.101994470002,6518.15688870824,53156.06625742717,95,2020-11-15
arima_tweet,2020-11-16,20382.705063070054,4458.43606888852,62033.9979948794,95,2020-11-15
arima_tweet,2020-11-17,25467.330068914525,4183.556035334098,90632.70918583115,95,2020-11-15
arima_tweet,2020-11-18,28595.20774339149,3642.565831495483,116159.27790554259,95,2020-11-15
arima_tweet,2020-11-19,30121.532842951307,3044.6276726007404,137450.1222452311,95,2020-11-15
arima_tweet,2020-11-20,34142.03937585524,2787.326735012857,173017.2421300671,95,2020-11-15
arima_tweet,2020-11-21,46499.46319782315,3110.255723041696,259436.92366345355,95,2020-11-15
arima_tweet,2020-11-22,42374.90490299386,2122.1003613032967,271331.0873195242,95,2020-11-15
arima_tweet,2020-11-23,19330.44840942164,759.2944936987429,138750.20777491634,95,2020-11-15
arima_tweet,2020-11-24,26180.520059613118,819.7531423279618,209054.93887556982,95,2020-11-15
arima_tweet,2020-11-25,35656.16079157384,901.5289684996321,314827.303760695,95,2020-11-15
arima_tweet,2020-11-26,26527.68047829806,547.1924397861109,257713.23014750145,95,2020-11-15
arima_tweet,2020-11-27,38776.42091150693,659.5204992173504,412745.9418273841,95,2020-11-15
arima_tweet,2020-11-28,41572.79568492912,587.7178454099129,483124.547715932,95,2020-11-15
arima_tweet,2020-12-01,11969.786156857092,3744.38197562526,29508.975518758714,95,2020-12-01
arima_tweet,2020-12-02,12937.11662197064,2926.730943519872,38630.13489025708,95,2020-12-01
arima_tweet,2020-12-03,13062.428786772332,2241.3646368955187,45415.32210652417,95,2020-12-01
arima_tweet,2020-12-04,13384.532670691005,1795.9797713354162,52936.33506933855,95,2020-12-01
arima_tweet,2020-12-05,12987.668307885648,1393.072235426595,57531.39048825682,95,2020-12-01
arima_tweet,2020-12-06,13859.045007539713,1208.6437333687709,67995.32912953825,95,2020-12-01
arima_tweet,2020-12-07,17323.960588458118,1245.4060148677067,93346.94541858244,95,2020-12-01
arima_tweet,2020-12-08,16935.327628741234,908.1460574085007,104954.59267758626,95,2020-12-01
arima_tweet,2020-12-09,18230.73742546917,767.6639964718001,126643.71193867891,95,2020-12-01
arima_tweet,2020-12-10,18891.472066833885,634.3180577074036,145959.54283484328,95,2020-12-01
arima_tweet,2020-12-11,19521.28845450896,529.4745465866902,166711.30297148047,95,2020-12-01
arima_tweet,2020-12-12,19638.10349048936,435.03284933248136,184433.4022429818,95,2020-12-01
arima_tweet,2020-12-13,20872.145170500335,381.34247075300766,214656.89871381462,95,2020-12-01
arima_tweet,2020-12-14,22554.134605338804,342.77743663975167,253088.21316541414,95,2020-12-01
arima_tweet,2020-12-15,26460.57819774131,8500.249861804687,64168.51288500822,95,2020-12-15
arima_tweet,2020-12-16,33402.068560274914,7816.204830888134,97842.76917085047,95,2020-12-15
arima_tweet,2020-12-17,30910.479934520157,5520.139710176867,105194.44183464114,95,2020-12-15
arima_tweet,2020-12-18,33746.06743288202,4738.643759943345,130390.55285849058,95,2020-12-15
arima_tweet,2020-12-19,32771.6679925043,3696.795867841006,141573.6313031901,95,2020-12-15
arima_tweet,2020-12-20,35604.557737208546,3280.294802950561,170078.48686875487,95,2020-12-15
arima_tweet,2020-12-21,43197.66939884012,3294.083023615844,226274.53729373397,95,2020-12-15
arima_tweet,2020-12-22,45321.306266699015,2595.7484610224606,272302.80634988256,95,2020-12-15
arima_tweet,2020-12-23,48832.808950607025,2207.978210349128,328148.4182364362,95,2020-12-15
arima_tweet,2020-12-24,52037.21337848081,1885.5296077077153,388087.829590466,95,2020-12-15
arima_tweet,2020-12-25,55689.976113129014,1637.637458676891,458120.09357620677,95,2020-12-15
arima_tweet,2020-12-26,56722.766305177895,1368.382708703772,512107.8618206191,95,2020-12-15
arima_tweet,2020-12-27,60895.105865616795,1216.6023828991517,600844.6320488314,95,2020-12-15
arima_tweet,2020-12-28,69363.65997237535,1157.2875049769914,745306.1486403189,95,2020-12-15
arima_tweet,2021-01-01,2298.4472425959525,708.2114250616675,5717.831276850081,95,2021-01-01
arima_tweet,2021-01-02,2775.4305247419597,578.0521931538588,8677.980104701785,95,2021-01-01
arima_tweet,2021-01-03,3162.1669866340308,475.0132222139137,11789.37580166706,95,2021-01-01
arima_tweet,2021-01-04,2743.830273200755,309.0716853696355,11849.322170228692,95,2021-01-01
arima_tweet,2021-01-05,4275.499323680442,371.8607373182255,20989.450239269976,95,2021-01-01
arima_tweet,2021-01-06,3253.95851805609,222.69640388356,17927.240491502194,95,2021-01-01
arima_tweet,2021-01-07,2445.993182795786,133.79611571905542,14978.210475108432,95,2021-01-01
arima_tweet,2021-01-08,2033.7342890460566,81.40362476456427,14403.335833076304,95,2021-01-01
arima_tweet,2021-01-09,2320.181019385528,71.05492974673837,18618.98011438297,95,2021-01-01
